edad,dias_activo,tasa_adherencia,friccion_promedio,racha_maxima,frecuencia_fallo_semanal,tendencia_crecimiento,horas_sueno,pasos_diarios,fc_media,spo2_promedio,nivel_estres,indice_riesgo_compuesto,ratio_adherencia_friccion,eficiencia_racha,genero_Femenino,genero_Masculino,genero_No Binario,disp_Smartwatch,disp_Web,disp_Web+Smartwatch,riesgo_abandono,riesgo_abandono_cod
-1.3235627526698948,-1.1141723400950265,-2.8592518770431963,0.05306825632546084,-0.9773573112391827,0.1206461902410696,0.016769807087398246,-0.10782024064054993,-1.343230874790327,-0.8489922549209183,-0.23948631669381923,0.5282584570776888,1.5360059149718084,-1.6834202340705344,-1.2303301587270887,0,1,0,0,1,0,Alto,2
2.1898271385465398,-0.77639630706474,0.7363217950814582,-1.0051976628490393,-0.27730193522879887,-0.20677303889597493,0.7350189478492496,2.70187280814399,-0.8317643813263416,-2.2553556272600557,0.03521395917302209,-2.6733079494537577,-1.150126647154134,0.7852756927048749,1.392547625787013,0,1,0,0,0,1,Bajo,0
1.6693249324404011,-0.6075082905495969,1.2057085210951797,-1.3094491146117082,-0.6973351608350291,-1.4073102123984702,1.1641028501225634,-0.8829079782362848,0.02674122012146952,0.14237864689191743,-0.6057533511829193,-1.0725247461880345,-1.4019292202215994,1.43036206553061,-0.5307561960414876,0,1,0,0,0,1,Bajo,0
-0.2825583404576179,-0.8608403153223118,-0.6473752311153437,0.3507055460932892,-0.6973351608350291,0.9937641346065207,-0.427860613384224,1.5392412017503871,-0.8599372978416338,-1.1602366078156443,0.3099142350398504,-1.0725247461880345,0.4071864254818653,-0.6506617621908718,0.16839810619859133,0,1,0,0,1,0,Medio,1
0.1078183141219859,-0.8397293132579188,0.592091128999066,-0.3173248153856141,-0.1372908600267221,0.011506447195388087,0.4924932639556375,-1.754881683031487,-0.20427669530392595,-0.8259371176694568,1.2255818212626202,0.5282584570776888,-0.28026321292107254,0.2316799352558669,2.643555413888859,1,0,0,0,1,0,Medio,1
-1.1934372011433603,-0.1008442410041672,0.7842288007766696,-1.2433074946633023,0.07272575277639304,0.1206461902410696,0.5360235149109012,-0.3984781422389504,2.147393481454368,-0.7337165686636119,-0.23948631669381923,-1.0725247461880345,-0.8904552436783106,1.0395885896842512,0.08110873352996208,0,1,0,1,0,0,Bajo,0
0.36806941717505515,1.2291488890525857,0.4758911577383399,0.19857982021195447,1.4028309671961223,0.2297859332867511,0.77233059152519,-1.6579957158320195,-0.24986559657412594,0.17696135276910901,0.859314786773507,0.5282584570776888,-0.04276760423244054,-0.06605223681754945,0.055089785907582255,0,1,0,0,0,1,Bajo,0
0.23794386564852052,0.30026479821929797,-0.1550543002475315,0.48960294798494236,0.14273129037743143,1.3211833637435653,-0.835179390179906,0.37660959535678445,0.04876731848797064,0.6034813919211429,0.7677480281512352,0.5282584570776888,0.5502560692701979,-0.46147777785255545,-0.22818101481994077,0,1,0,0,0,1,Medio,1
2.5802037931261435,-0.7130633008715614,-0.6718383829597069,1.1576333094638456,-0.9073517736381443,0.9937641346065207,-0.41853270246523894,0.5703815297557184,1.4963429925282536,1.156804685956213,0.7677480281512352,0.5282584570776888,0.9236678395577451,-0.8289909277556785,-1.009588764382382,1,0,0,0,0,1,Medio,1
1.1488227263342627,0.13137678170415473,-0.22742445778710635,-0.22472654745784548,0.49275897838262334,0.011506447195388087,-0.13869537489568654,-0.010934273441083392,-0.07263233995065181,0.30376460765214536,-1.4298541787834171,0.5282584570776888,0.1475150220060418,-0.25988828634451305,0.26324136688662125,0,1,0,0,1,0,Medio,1
-1.583813855722964,-0.8397293132579188,-0.961828662114764,1.5412547051646026,-0.6273296232339908,1.3211833637435653,-0.9875352685233292,-0.20470620784001647,-0.7503190408548607,-0.27261382363438647,1.3171485798848919,0.5282584570776888,1.2312675737026604,-0.9964652745469751,0.38368391475150887,1,0,0,1,0,0,Alto,2
-0.15243278893108334,-0.5019532802276324,0.4422543239523406,-1.0184259868387209,-0.487318548031914,-1.5164499554441515,1.0521679190947424,1.926785070548254,1.0432712714777828,-0.030534882494042122,-0.23948631669381923,-1.0725247461880345,-0.968428199542952,0.5945410199703425,-0.21726984323636214,0,1,0,0,1,0,Bajo,0
