edad,dias_activo,tasa_adherencia,friccion_promedio,racha_maxima,frecuencia_fallo_semanal,tendencia_crecimiento,horas_sueno,pasos_diarios,fc_media,spo2_promedio,nivel_estres,indice_riesgo_compuesto,ratio_adherencia_friccion,eficiencia_racha,genero_Femenino,genero_Masculino,genero_No Binario,disp_Smartwatch,disp_Web,disp_Web+Smartwatch
-0.15243278893108334,-0.5441752843564182,-0.8242234329902204,-0.264411519426889,1.1228088167919688,-2.17128841371824,-1.8985612349442056,-0.20470620784001647,1.6041684275549626,1.3066630780907111,-2.2539550063839022,0.5282584570776888,0.020898387253367165,-0.5700259655876551,3.4325170514707004,0,0,1,0,1,0
2.4500782415996087,0.15248778376854763,-0.536781398818951,0.24487895417583908,0.07272575277639304,-0.534192268033019,0.49871187123496086,-0.3015921750394839,0.22497610541997962,2.298033979903547,-3.0780558339844,0.5282584570776888,0.32420603208463206,-0.5715766539838708,-0.1811790449214481,0,1,0,0,1,0
0.1078183141219859,1.355814901438943,0.7001367163116707,1.7529078889995018,2.9429527944189666,-2.2804281567639215,1.5061262504853499,-0.10782024064054993,-0.1379422827815563,-0.5492754706519207,-1.7045544546502456,0.5282584570776888,-0.20229025705643158,-0.4366667635131041,0.7781647335424299,0,0,1,0,0,1
1.7994504839669359,0.8491508518935135,0.7842288007766696,0.998893421587671,3.0129583320200046,0.7754846485151581,-1.3388865798051004,1.1516973329525193,2.8255924172043096,-0.5146927647747293,0.03521395917302209,-1.0725247461880345,-0.16151540857675656,-0.20716488087317894,1.34176871187882,0,0,1,0,0,1
1.7994504839669359,-0.35417626577688205,-1.1412251089734287,-2.38094335777589,-0.20729639762776048,-0.4250525249873374,-0.023651140228203815,0.9579253985535854,1.7511798282802142,1.2259700977105963,-1.4298541787834171,3.7298248636091356,0.5037584350389894,0.5666286288384598,0.05215216278892632,0,1,0,1,0,0
2.840454896179213,1.3347038993745501,-2.2736651797687486,-1.5607872704156522,0.6327700535847001,-0.4250525249873374,2.0191613510295294,0.18283766095785053,2.27365937092745,1.08763927420183,-3.3527561098512284,-2.6733079494537577,0.13750014694085802,-1.1716930633193503,-0.3981434952564546,0,1,0,0,0,1
0.1078183141219859,0.6591518333139773,-1.7013293564099976,0.7740119137630892,2.9429527944189666,2.5217205372460603,1.2480540483934293,-0.10782024064054993,0.8281326362700975,-0.7106614314121503,-2.803355558117572,-2.6733079494537577,1.0395542510262945,-1.1949533892625859,1.5675460315697938,0,1,0,0,1,0
2.970580447705747,0.23693179202611925,-1.0245154887159453,-1.150709226735533,1.1928143543930072,-0.6433320110787004,-1.2798098106515285,1.5392412017503871,2.183249920655649,0.3614024507807985,-0.6057533511829193,2.1290416603434124,0.45225336327518983,-0.35137890172124,0.8025050393827207,0,1,0,0,1,0
2.1898271385465398,0.6169298291851915,-1.2151242135032763,-0.3173248153856141,0.49275897838262334,0.1206461902410696,-1.771079785718076,1.733013136149321,1.9235468538692289,-1.4023155489559886,-2.2539550063839022,0.5282584570776888,0.6282290251348385,-0.7700647686994816,-0.15557975774459049,0,0,1,0,1,0
0.8885716232811935,1.355814901438943,-2.070315230062478,0.039839932335779864,1.4728365047971606,-0.4250525249873374,0.27484200917931884,-1.3673378142336192,-0.4427220159924439,1.7562382544942066,-0.331053075316091,0.5282584570776888,1.0424156439020615,-1.2864440046393129,0.024874233829979636,1,0,0,1,0,0
-1.0633116496168256,-0.35417626577688205,-2.1054810108387505,-0.24456903344236752,0.0027202151753546546,0.8846243915608392,0.9464515953462449,0.8610394313541189,2.0636430841770905,-1.7596701763536375,1.0424483040180637,-2.6733079494537577,0.6561276056735634,-1.2724878090733716,0.401729313908966,1,0,0,0,1,0
2.5802037931261435,0.004710769317797316,-1.1850549226945797,-1.5144881364517677,-0.6273296232339908,2.6308602802917425,-0.9191305884507718,-0.010934273441083392,1.4243739967028255,1.6870728427398218,0.6761812695289505,0.5282584570776888,0.759853097420105,-0.2815979238915332,-0.8345903585996012,0,1,0,0,0,1
1.7994504839669359,1.3769259035033359,-1.1249163410771865,-2.1097627159874244,0.42275344078158494,0.3389256763324321,-1.2176237378582946,-0.9797939454357522,1.8805191268276917,1.0300014310731769,0.5846145109066787,-1.0725247461880345,-0.14577774776004013,0.247186819218024,-0.5190057035668644,0,0,1,0,0,1
3.2308315507588166,1.2080378869881927,-2.0081380524580545,-0.15858492750943884,0.5627645159836617,-2.3895678998096024,-1.9016705385838673,1.5392412017503871,1.2694229558687187,1.2490252349620579,-0.4226198339383628,2.1290416603434124,0.8764548571075959,-1.2306192223755472,-0.3910092676825762,1,0,0,0,0,1
2.5802037931261435,-0.3752872678412749,-0.8583699157729775,-0.9985835008541989,1.4728365047971606,-0.20677303889597493,2.6285848644032215,0.9579253985535854,-0.18327506662889,-1.1141263333127227,1.6834156143740049,0.5282584570776888,0.2076042723971412,-0.3095103150234159,2.966274296495474,0,1,0,0,1,0
2.840454896179213,0.7647068436359419,-2.315966046499627,0.4433038140210578,3.0129583320200046,-0.31591278194165595,-0.1977721440492587,1.2485833001519868,2.236778462034704,2.3095615485292766,-0.23948631669381923,-1.0725247461880345,1.0066482329549784,-1.4384114674684523,1.4571753343974403,0,0,1,0,0,1
2.710329344652678,-0.797507309129133,1.9131013285946865,-1.9113378561422054,2.8029417192168897,1.4303231067892461,-1.1834213978220158,-1.754881683031487,-1.0658557058261326,1.1798598232076747,-0.056352799449262685,0.5282584570776888,-1.0943294860766846,3.0585848815571044,13.877445880074138,1,0,0,0,0,1
1.5391993809138667,-0.9452843235798833,-1.3542583896180926,1.8256636709427494,2.1728918808075446,-0.7524717541243819,2.1590800148143057,-0.8829079782362848,-1.1729127885842427,0.34987488215506857,0.40148099366212214,-1.0725247461880345,0.8263804817816794,-1.1685916865269188,22.37556990189983,1,0,0,0,0,1
2.5802037931261435,0.511374818863227,-1.8664556313594505,1.9910177208137652,0.49275897838262334,-0.9707512402157444,1.770417059856594,1.054811365753053,2.139453841345513,1.7792933917456681,-2.8949223167398435,2.1290416603434124,1.654038371097183,-1.3577756708652353,-0.08591612378789594,0,1,0,0,1,0
0.36806941717505515,-0.3330652637124891,1.6088408775304175,1.7330654030149804,-0.6273296232339908,-0.09763329585029341,-0.5273583298533984,1.2485833001519868,2.670897493793069,2.079010176014664,-2.9864890753621283,2.1290416603434124,0.04021278916479231,-0.10947151191158926,-0.6633688968265206,0,0,1,0,1,0
